AR4CAD-20130328-lki-it-0156.wav,Italian,AR4CAD,1
AR4CAD-20130328-lki-it-0162.wav,Italian,AR4CAD,2
AR4CAD-20130328-lki-it-0159.wav,Italian,AR4CAD,3
Airon90-20091204-zzg-it-0846.wav,Italian,Airon90,1
Airon90-20091204-zzg-it-0847.wav,Italian,Airon90,2
Airon90-20091204-zzg-it-0841.wav,Italian,Airon90,3
AlbertoPavan-20081203-aov-it-0866.wav,Italian,AlbertoPavan,1
AlbertoPavan-20081203-aov-it-0869.wav,Italian,AlbertoPavan,2
AlbertoPavan-20081203-aov-it-0872.wav,Italian,AlbertoPavan,3
Alessandro-20121001-uhv-it-0442.wav,Italian,Alessandro,1
Alessandro-20121001-uhv-it-0446.wav,Italian,Alessandro,2
Alessandro-20121001-uhv-it-0451.wav,Italian,Alessandro,3
Alessia-20111005-qfz-it-0805.wav,Italian,Alessia,1
Alessia-20111005-qfz-it-0811.wav,Italian,Alessia,2
Alessia-20111005-qfz-it-0806.wav,Italian,Alessia,3
Alex-20141026-ugj-it-0166.wav,Italian,Alex,1
Alex-20141026-ugj-it-0162.wav,Italian,Alex,2
Alex-20141026-ugj-it-0159.wav,Italian,Alex,3
AlexGotev-20111017-acq-it-0219.wav,Italian,AlexGotev,1
AlexGotev-20111017-acq-it-0224.wav,Italian,AlexGotev,2
AlexGotev-20111017-acq-it-0220.wav,Italian,AlexGotev,3
AndreaRigione-20141003-boz-it-0572.wav,Italian,AndreaRigione,1
AndreaRigione-20141003-boz-it-0570.wav,Italian,AndreaRigione,2
AndreaRigione-20141003-boz-it-0565.wav,Italian,AndreaRigione,3
Andros-20080721-euy-it-1170.wav,Italian,Andros,1
Andros-20080721-euy-it-1169.wav,Italian,Andros,2
Andros-20080721-euy-it-1167.wav,Italian,Andros,3
Andy86-20080619-cmg-it-0938.wav,Italian,Andy86,1
Andy86-20080619-cmg-it-0935.wav,Italian,Andy86,2
Andy86-20080619-cmg-it-0939.wav,Italian,Andy86,3
Angelo-20140607-nzw-it-0678.wav,Italian,Angelo,1
Angelo-20140607-nzw-it-0677.wav,Italian,Angelo,2
Angelo-20140607-nzw-it-0676.wav,Italian,Angelo,3
AntonioCurcio-20110201-grz-it-0572.wav,Italian,AntonioCurcio,1
AntonioCurcio-20110201-grz-it-0570.wav,Italian,AntonioCurcio,2
AntonioCurcio-20110201-grz-it-0565.wav,Italian,AntonioCurcio,3
Arianna-20111005-mzm-it-1081.wav,Italian,Arianna,1
Arianna-20111005-mzm-it-1077.wav,Italian,Arianna,2
Arianna-20111005-mzm-it-1080.wav,Italian,Arianna,3
BACCOLINI-20130415-hrx-it-1056.wav,Italian,BACCOLINI,1
BACCOLINI-20130415-hrx-it-1052.wav,Italian,BACCOLINI,2
BACCOLINI-20130415-hrx-it-1058.wav,Italian,BACCOLINI,3
BeppeMiletto-20090808-fhb-it-1175.wav,Italian,BeppeMiletto,1
BeppeMiletto-20090808-fhb-it-1170.wav,Italian,BeppeMiletto,2
BeppeMiletto-20090808-fhb-it-1169.wav,Italian,BeppeMiletto,3
CapitanNemo-20080723-ezs-it-0228.wav,Italian,CapitanNemo,1
CapitanNemo-20080723-ezs-it-0230.wav,Italian,CapitanNemo,2
CapitanNemo-20080723-ezs-it-0229.wav,Italian,CapitanNemo,3
Claudia-20111208-ais-it-0728.wav,Italian,Claudia,1
Claudia-20111208-ais-it-0735.wav,Italian,Claudia,2
Claudia-20111208-ais-it-0727.wav,Italian,Claudia,3
Crusader-20100207-nau-it-0023.wav,Italian,Crusader,1
Crusader-20100207-nau-it-0030.wav,Italian,Crusader,2
Crusader-20100207-nau-it-0024.wav,Italian,Crusader,3
DC66-20080821-xvy-it-0448.wav,Italian,DC66,1
DC66-20080821-xvy-it-0447.wav,Italian,DC66,2
DC66-20080821-xvy-it-0454.wav,Italian,DC66,3
Damtux-20120817-esa-it-0842.wav,Italian,Damtux,1
Damtux-20120817-esa-it-0841.wav,Italian,Damtux,2
Damtux-20120817-esa-it-0843.wav,Italian,Damtux,3
Dangerotto-20131220-cwc-it-0970.wav,Italian,Dangerotto,1
Dangerotto-20131220-cwc-it-0972.wav,Italian,Dangerotto,2
Dangerotto-20131220-cwc-it-0964.wav,Italian,Dangerotto,3
DanieleF-20150328-aop-it-0813.wav,Italian,DanieleF,1
DanieleF-20150328-aop-it-0821.wav,Italian,DanieleF,2
DanieleF-20150328-aop-it-0822.wav,Italian,DanieleF,3
DavideMiccich-20160328-cvp-it-0472.wav,Italian,DavideMiccich,1
DavideMiccich-20160328-cvp-it-0465.wav,Italian,DavideMiccich,2
DavideMiccich-20160328-cvp-it-0468.wav,Italian,DavideMiccich,3
Engharat-20110207-lxo-it-0369.wav,Italian,Engharat,1
Engharat-20110207-lxo-it-0367.wav,Italian,Engharat,2
Engharat-20110207-lxo-it-0371.wav,Italian,Engharat,3
Enki-20090823-ffz-it-0149.wav,Italian,Enki,1
Enki-20090823-ffz-it-0147.wav,Italian,Enki,2
Enki-20090823-ffz-it-0151.wav,Italian,Enki,3
Erik-20140315-blk-it-0552.wav,Italian,Erik,1
Erik-20140315-blk-it-0559.wav,Italian,Erik,2
Erik-20140315-blk-it-0554.wav,Italian,Erik,3
Eugenio-20130829-abj-it-0364.wav,Italian,Eugenio,1
Eugenio-20130829-abj-it-0369.wav,Italian,Eugenio,2
Eugenio-20130829-abj-it-0367.wav,Italian,Eugenio,3
FW-20120510-fkr-it-0552.wav,Italian,FW,1
FW-20120510-fkr-it-0546.wav,Italian,FW,2
FW-20120510-fkr-it-0548.wav,Italian,FW,3
Federico-20090921-nlh-it-0341.wav,Italian,Federico,1
Federico-20090921-nlh-it-0344.wav,Italian,Federico,2
Federico-20090921-nlh-it-0343.wav,Italian,Federico,3
